policy,hour,battery_soh,pemel_soh,pemfc_soh
C2,7036,0.998819746338999,0.9815372677411556,0.999905651515152
C2,7037,0.998819662870613,0.9815347414253658,0.999905651515152
C2,7038,0.998819579408157,0.981532215109576,0.999905651515152
C2,7039,0.998819495951629,0.9815296887937871,0.999905651515152
C2,7040,0.998819412501028,0.9815271624779973,0.999905651515152
C2,7041,0.998819329056353,0.9815246361622076,0.999905651515152
C2,7042,0.998819245617603,0.9815221098464187,0.999905651515152
C2,7043,0.998819162184776,0.9815195835306288,0.999905651515152
C2,7044,0.998819078757871,0.9815170572148392,0.999905651515152
C2,7045,0.998818995336887,0.9815145308990503,0.999905651515152
C2,7046,0.998818911921822,0.9815120045832606,0.999905651515152
C2,7047,0.998818828512676,0.9815094782674707,0.999905651515152
C2,7048,0.998818745109447,0.9815069519516819,0.999905651515152
C2,7049,0.998818661712133,0.9815044256358921,0.999905651515152
C2,7050,0.998818578320734,0.9815018993201023,0.999905651515152
C2,7051,0.998818494935248,0.9814993730043134,0.999905651515152
C2,7052,0.998818411555675,0.9814968466885238,0.999905651515152
C2,7053,0.998818328182011,0.9814943203727339,0.999905651515152
C2,7054,0.998818244814258,0.981491794056945,0.999905651515152
C2,7055,0.998818161452412,0.9814892677411553,0.999905651515152
C2,7056,0.998818078096474,0.9814867414253655,0.999905651515152
C2,7057,0.998817994746441,0.9814842151095766,0.999905651515152
C2,7058,0.998817911402313,0.9814816887937868,0.999905651515152
C2,7059,0.998817828064087,0.981479162477997,0.999905651515152
C2,7060,0.998817744731764,0.9814766361622083,0.999905651515152
C2,7061,0.998817661405341,0.9814741098464185,0.999905651515152
C2,7062,0.998817578084818,0.9814715835306286,0.999905651515152
C2,7063,0.998817494770193,0.9814690572148398,0.999905651515152
C2,7064,0.998817411461465,0.98146653089905,0.999905651515152
C2,7065,0.998817328158633,0.9814640045832602,0.999905651515152
C2,7066,0.998817244861695,0.9814614782674714,0.999905651515152
C2,7067,0.99881716157065,0.9814589519516815,0.999905651515152
C2,7068,0.998817078285497,0.9814564256358917,0.999905651515152
C2,7069,0.998816995006235,0.981453899320103,0.999905651515152
C2,7070,0.998816911732862,0.9814513730043132,0.999905651515152
C2,7071,0.998816828465377,0.9814488466885233,0.999905651515152
C2,7072,0.99881674520378,0.9814463203727345,0.999905651515152
C2,7073,0.998816661948068,0.9814437940569447,0.999905651515152
C2,7074,0.99881657869824,0.981441267741155,0.999905651515152
C2,7075,0.998816495454296,0.9814387414253661,0.999905651515152
C2,7076,0.998816412216233,0.9814362151095762,0.999905651515152
C2,7077,0.998816328984051,0.9814336887937866,0.999905651515152
C2,7078,0.998816245757749,0.9814311624779977,0.999905651515152
C2,7079,0.998816162537324,0.9814286361622079,0.999905651515152
C2,7080,0.998816079322777,0.9814261098464181,0.999905651515152
C2,7081,0.998815996114105,0.9814235835306293,0.999905651515152
C2,7082,0.998815912911308,0.9814210572148394,0.999905651515152
C2,7083,0.998815829714384,0.9814185308990497,0.999905651515152
C2,7084,0.998815746523332,0.9814160045832608,0.999905651515152
C2,7085,0.998815663338151,0.981413478267471,0.999905651515152
C2,7086,0.998815580158839,0.9814109519516813,0.999905651515152
C2,7087,0.998815496985396,0.9814084256358924,0.999905651515152
C2,7088,0.998815413817819,0.9814058993201027,0.999905651515152
C2,7089,0.998815330656108,0.9814033730043129,0.999905651515152
C2,7090,0.998815247500262,0.981400846688524,0.999905651515152
C2,7091,0.998815164350279,0.9813983203727342,0.999905651515152
C2,7092,0.998815081206158,0.9813957940569444,0.999905651515152
C2,7093,0.998814998067898,0.9813932677411555,0.999905651515152
C2,7094,0.998814914935497,0.9813907414253659,0.999905651515152
C2,7095,0.998814831808955,0.981388215109576,0.999905651515152
C2,7096,0.998814748688269,0.9813856887937871,0.999905651515152
C2,7097,0.99881466557344,0.9813831624779974,0.999905651515152
C2,7098,0.998814582464465,0.9813806361622076,0.999905651515152
C2,7099,0.998814499361344,0.9813781098464187,0.999905651515152
C2,7100,0.998814416264074,0.9813755835306289,0.999905651515152
C2,7101,0.998814333172656,0.9813730572148391,0.999905651515152
C2,7102,0.998814250087087,0.9813705308990504,0.999905651515152
C2,7103,0.998814167007367,0.9813680045832606,0.999905651515152
C2,7104,0.998814083933493,0.9813654782674707,0.999905651515152
C2,7105,0.998814000865466,0.9813629519516819,0.999905651515152
C2,7106,0.998813917803284,0.9813604256358921,0.999905651515152
C2,7107,0.998813834746945,0.9813578993201023,0.999905651515152
C2,7108,0.998813751696448,0.9813553730043135,0.999905651515152
C2,7109,0.998813668651792,0.9813528466885236,0.999905651515152
C2,7110,0.998813585612976,0.9813503203727338,0.999905651515152
C2,7111,0.998813502579999,0.981347794056945,0.999905651515152
C2,7112,0.998813419552858,0.9813452677411553,0.999905651515152
C2,7113,0.998813336531554,0.9813427414253654,0.999905651515152
C2,7114,0.998813253516085,0.9813402151095767,0.999905651515152
C2,7115,0.99881317050645,0.9813376887937868,0.999905651515152
C2,7116,0.998813087502647,0.9813351624779971,0.999905651515152
C2,7117,0.998813004504675,0.9813326361622082,0.999905651515152
C2,7118,0.998812921512533,0.9813301098464184,0.999905651515152
C2,7119,0.998812838526219,0.9813275835306287,0.999905651515152
C2,7120,0.998812755545733,0.9813250572148398,0.999905651515152
C2,7121,0.998812672571074,0.98132253089905,0.999905651515152
C2,7122,0.998812589602239,0.9813200045832603,0.999905651515152
C2,7123,0.998812506639228,0.9813174782674714,0.999905651515152
C2,7124,0.99881242368204,0.9813149519516815,0.999905651515152
C2,7125,0.998812340730674,0.9813124256358918,0.999905651515152
C2,7126,0.998812257785127,0.9813098993201029,0.999905651515152
C2,7127,0.998812174845399,0.9813073730043131,0.999905651515152
C2,7128,0.998812091911489,0.9813048466885234,0.999905651515152
C2,7129,0.998812008983395,0.9813023203727345,0.999905651515152
C2,7130,0.998811926061117,0.9812997940569448,0.999905651515152
C2,7131,0.998811843144653,0.981297267741155,0.999905651515152
C2,7132,0.998811760234001,0.9812947414253661,0.999905651515152
